id,sensorid,time,topic,value,location,coordinates
1,QMUL-WS-02,2022/7/28 15:38,/QMUL/CSEE/B312/NO2,0.15,GO,"51o31.41'N,00o02.50'W"
2,QMUL-WS-02,2022/7/28 15:38,/QMUL/CSEE/B312/CO,25.54,GO,"51o31.41'N,00o02.50'W"
3,QMUL-WS-02,2022/7/28 15:38,/QMUL/CSEE/B312/NH3,0.73,GO,"51o31.41'N,00o02.50'W"
4,QMUL-WS-02,2022/7/28 15:38,/QMUL/CSEE/B312/C4H5OH,16.5,GO,"51o31.41'N,00o02.50'W"
5,QMUL-WS-02,2022/7/28 15:38,/QMUL/CSEE/B312/H2,10.76,GO,"51o31.41'N,00o02.50'W"
6,QMUL-WS-02,2022/7/28 15:38,/QMUL/CSEE/B312/CH4,428512.09,GO,"51o31.41'N,00o02.50'W"
7,QMUL-WS-02,2022/7/28 15:38,/QMUL/CSEE/B312/C3H8,635.6,GO,"51o31.41'N,00o02.50'W"
8,QMUL-WS-02,2022/7/28 15:38,/QMUL/CSEE/B312/C4H10,436.58,GO,"51o31.41'N,00o02.50'W"
9,QMUL-WS-02,2022/7/28 15:39,/QMUL/CSEE/B312/CO,8.83,GO,"51o31.41'N,00o02.50'W"
10,QMUL-WS-02,2022/7/28 15:39,/QMUL/CSEE/B312/NH3,0.62,GO,"51o31.41'N,00o02.50'W"
11,QMUL-WS-02,2022/7/28 15:39,/QMUL/CSEE/B312/NO2,0.18,GO,"51o31.41'N,00o02.50'W"
12,QMUL-WS-02,2022/7/28 15:39,/QMUL/CSEE/B312/C3H8,500.19,GO,"51o31.41'N,00o02.50'W"
13,QMUL-WS-02,2022/7/28 15:39,/QMUL/CSEE/B312/C4H10,356.22,GO,"51o31.41'N,00o02.50'W"
14,QMUL-WS-02,2022/7/28 15:39,/QMUL/CSEE/B312/CH4,8429.54,GO,"51o31.41'N,00o02.50'W"
15,QMUL-WS-02,2022/7/28 15:39,/QMUL/CSEE/B312/C4H5OH,4.08,GO,"51o31.41'N,00o02.50'W"
16,QMUL-WS-02,2022/7/28 15:39,/QMUL/CSEE/B312/H2,2.13,GO,"51o31.41'N,00o02.50'W"
17,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/NH3,0.5,GO,"51o31.41'N,00o02.50'W"
18,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/CO,4.31,GO,"51o31.41'N,00o02.50'W"
19,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/NO2,0.21,GO,"51o31.41'N,00o02.50'W"
20,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/C3H8,363.75,GO,"51o31.41'N,00o02.50'W"
21,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/C4H10,271.81,GO,"51o31.41'N,00o02.50'W"
22,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/CH4,591.39,GO,"51o31.41'N,00o02.50'W"
23,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/H2,0.71,GO,"51o31.41'N,00o02.50'W"
24,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/C4H5OH,1.59,GO,"51o31.41'N,00o02.50'W"
25,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/NH3,0.38,GO,"51o31.41'N,00o02.50'W"
26,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/CO,2.53,GO,"51o31.41'N,00o02.50'W"
27,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/NO2,0.24,GO,"51o31.41'N,00o02.50'W"
28,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/C3H8,238.79,GO,"51o31.41'N,00o02.50'W"
29,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/C4H10,190.14,GO,"51o31.41'N,00o02.50'W"
30,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/CH4,82.13,GO,"51o31.41'N,00o02.50'W"
31,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/H2,0.31,GO,"51o31.41'N,00o02.50'W"
32,QMUL-WS-02,2022/7/28 15:40,/QMUL/CSEE/B312/C4H5OH,0.79,GO,"51o31.41'N,00o02.50'W"
33,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/NH3,0.3,GO,"51o31.41'N,00o02.50'W"
34,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/NO2,0.27,GO,"51o31.41'N,00o02.50'W"
35,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/CO,1.76,GO,"51o31.41'N,00o02.50'W"
36,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/C3H8,168.54,GO,"51o31.41'N,00o02.50'W"
37,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/C4H10,141.45,GO,"51o31.41'N,00o02.50'W"
38,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/CH4,21.52,GO,"51o31.41'N,00o02.50'W"
39,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/H2,0.18,GO,"51o31.41'N,00o02.50'W"
40,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/C4H5OH,0.49,GO,"51o31.41'N,00o02.50'W"
41,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/CO,1.34,GO,"51o31.41'N,00o02.50'W"
42,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/NH3,0.25,GO,"51o31.41'N,00o02.50'W"
43,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/C3H8,124.46,GO,"51o31.41'N,00o02.50'W"
44,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/C4H10,109.34,GO,"51o31.41'N,00o02.50'W"
45,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/NO2,0.3,GO,"51o31.41'N,00o02.50'W"
46,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/CH4,7.88,GO,"51o31.41'N,00o02.50'W"
47,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/H2,0.12,GO,"51o31.41'N,00o02.50'W"
48,QMUL-WS-02,2022/7/28 15:41,/QMUL/CSEE/B312/C4H5OH,0.34,GO,"51o31.41'N,00o02.50'W"
49,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/NH3,0.2,GO,"51o31.41'N,00o02.50'W"
50,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/CO,1.06,GO,"51o31.41'N,00o02.50'W"
51,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/NO2,0.33,GO,"51o31.41'N,00o02.50'W"
52,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/C3H8,88.93,GO,"51o31.41'N,00o02.50'W"
53,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/C4H10,82.19,GO,"51o31.41'N,00o02.50'W"
54,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/CH4,3.27,GO,"51o31.41'N,00o02.50'W"
55,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/H2,0.08,GO,"51o31.41'N,00o02.50'W"
56,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/C4H5OH,0.25,GO,"51o31.41'N,00o02.50'W"
57,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/NH3,0.17,GO,"51o31.41'N,00o02.50'W"
58,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/CO,0.89,GO,"51o31.41'N,00o02.50'W"
59,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/NO2,0.36,GO,"51o31.41'N,00o02.50'W"
60,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/C3H8,67.87,GO,"51o31.41'N,00o02.50'W"
61,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/C4H10,65.34,GO,"51o31.41'N,00o02.50'W"
62,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/CH4,1.75,GO,"51o31.41'N,00o02.50'W"
63,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/H2,0.06,GO,"51o31.41'N,00o02.50'W"
64,QMUL-WS-02,2022/7/28 15:42,/QMUL/CSEE/B312/C4H5OH,0.2,GO,"51o31.41'N,00o02.50'W"
65,QMUL-WS-02,2022/7/28 15:43,/QMUL/CSEE/B312/NH3,0.14,GO,"51o31.41'N,00o02.50'W"
66,QMUL-WS-02,2022/7/28 15:43,/QMUL/CSEE/B312/CO,0.74,GO,"51o31.41'N,00o02.50'W"
67,QMUL-WS-02,2022/7/28 15:43,/QMUL/CSEE/B312/NO2,0.39,GO,"51o31.41'N,00o02.50'W"
68,QMUL-WS-02,2022/7/28 15:43,/QMUL/CSEE/B312/C3H8,50.41,GO,"51o31.41'N,00o02.50'W"
69,QMUL-WS-02,2022/7/28 15:43,/QMUL/CSEE/B312/C4H10,50.76,GO,"51o31.41'N,00o02.50'W"
70,QMUL-WS-02,2022/7/28 15:43,/QMUL/CSEE/B312/CH4,0.85,GO,"51o31.41'N,00o02.50'W"
71,QMUL-WS-02,2022/7/28 15:43,/QMUL/CSEE/B312/H2,0.05,GO,"51o31.41'N,00o02.50'W"
72,QMUL-WS-02,2022/7/28 15:43,/QMUL/CSEE/B312/C4H5OH,0.15,GO,"51o31.41'N,00o02.50'W"
73,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/NH3,0.12,GO,"51o31.41'N,00o02.50'W"
74,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/H2,0.04,GO,"51o31.41'N,00o02.50'W"
75,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/C4H5OH,0.14,GO,"51o31.41'N,00o02.50'W"
76,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/NO2,0.41,GO,"51o31.41'N,00o02.50'W"
77,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/CH4,0.65,GO,"51o31.41'N,00o02.50'W"
78,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/C3H8,41.16,GO,"51o31.41'N,00o02.50'W"
79,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/C4H10,42.74,GO,"51o31.41'N,00o02.50'W"
80,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/CO,0.68,GO,"51o31.41'N,00o02.50'W"
81,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/C3H8,34.63,GO,"51o31.41'N,00o02.50'W"
82,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/NH3,0.11,GO,"51o31.41'N,00o02.50'W"
83,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/NO2,0.44,GO,"51o31.41'N,00o02.50'W"
84,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/C4H5OH,0.13,GO,"51o31.41'N,00o02.50'W"
85,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/H2,0.04,GO,"51o31.41'N,00o02.50'W"
86,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/C4H10,36.9,GO,"51o31.41'N,00o02.50'W"
87,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/CH4,0.49,GO,"51o31.41'N,00o02.50'W"
88,QMUL-WS-02,2022/7/28 15:44,/QMUL/CSEE/B312/CO,0.63,GO,"51o31.41'N,00o02.50'W"
89,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/NH3,0.09,GO,"51o31.41'N,00o02.50'W"
90,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/CO,0.58,GO,"51o31.41'N,00o02.50'W"
91,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/C3H8,28.8,GO,"51o31.41'N,00o02.50'W"
92,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/C4H10,31.56,GO,"51o31.41'N,00o02.50'W"
93,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/NO2,0.46,GO,"51o31.41'N,00o02.50'W"
94,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/CH4,0.36,GO,"51o31.41'N,00o02.50'W"
95,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/H2,0.03,GO,"51o31.41'N,00o02.50'W"
96,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/C4H5OH,0.11,GO,"51o31.41'N,00o02.50'W"
97,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/CO,0.53,GO,"51o31.41'N,00o02.50'W"
98,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/NO2,0.47,GO,"51o31.41'N,00o02.50'W"
99,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/C3H8,26.14,GO,"51o31.41'N,00o02.50'W"
100,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/NH3,0.09,GO,"51o31.41'N,00o02.50'W"
101,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/H2,0.03,GO,"51o31.41'N,00o02.50'W"
102,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/C4H5OH,0.1,GO,"51o31.41'N,00o02.50'W"
103,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/C4H10,29.07,GO,"51o31.41'N,00o02.50'W"
104,QMUL-WS-02,2022/7/28 15:45,/QMUL/CSEE/B312/CH4,0.26,GO,"51o31.41'N,00o02.50'W"
105,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/NO2,0.49,GO,"51o31.41'N,00o02.50'W"
106,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/NH3,0.08,GO,"51o31.41'N,00o02.50'W"
107,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/CO,0.48,GO,"51o31.41'N,00o02.50'W"
108,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/C3H8,23.65,GO,"51o31.41'N,00o02.50'W"
109,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/H2,0.03,GO,"51o31.41'N,00o02.50'W"
110,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/CH4,0.18,GO,"51o31.41'N,00o02.50'W"
111,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/C4H5OH,0.09,GO,"51o31.41'N,00o02.50'W"
112,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/C4H10,26.7,GO,"51o31.41'N,00o02.50'W"
113,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/NH3,0.08,GO,"51o31.41'N,00o02.50'W"
114,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/CO,0.48,GO,"51o31.41'N,00o02.50'W"
115,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/NO2,0.51,GO,"51o31.41'N,00o02.50'W"
116,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/C3H8,21.32,GO,"51o31.41'N,00o02.50'W"
117,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/CH4,0.18,GO,"51o31.41'N,00o02.50'W"
118,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/C4H10,24.44,GO,"51o31.41'N,00o02.50'W"
119,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/C4H5OH,0.09,GO,"51o31.41'N,00o02.50'W"
120,QMUL-WS-02,2022/7/28 15:46,/QMUL/CSEE/B312/H2,0.03,GO,"51o31.41'N,00o02.50'W"
121,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
122,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/CO,0.44,GO,"51o31.41'N,00o02.50'W"
123,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/C3H8,19.14,GO,"51o31.41'N,00o02.50'W"
124,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/C4H5OH,0.08,GO,"51o31.41'N,00o02.50'W"
125,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/NO2,0.52,GO,"51o31.41'N,00o02.50'W"
126,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
127,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/CH4,0.12,GO,"51o31.41'N,00o02.50'W"
128,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/C4H10,22.3,GO,"51o31.41'N,00o02.50'W"
129,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/CO,0.44,GO,"51o31.41'N,00o02.50'W"
130,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
131,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/NO2,0.53,GO,"51o31.41'N,00o02.50'W"
132,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/C3H8,18.1,GO,"51o31.41'N,00o02.50'W"
133,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/C4H10,21.27,GO,"51o31.41'N,00o02.50'W"
134,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/CH4,0.12,GO,"51o31.41'N,00o02.50'W"
135,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
136,QMUL-WS-02,2022/7/28 15:47,/QMUL/CSEE/B312/C4H5OH,0.08,GO,"51o31.41'N,00o02.50'W"
137,QMUL-WS-02,2022/7/28 15:48,/QMUL/CSEE/B312/CO,0.44,GO,"51o31.41'N,00o02.50'W"
138,QMUL-WS-02,2022/7/28 15:48,/QMUL/CSEE/B312/C3H8,18.1,GO,"51o31.41'N,00o02.50'W"
139,QMUL-WS-02,2022/7/28 15:48,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
140,QMUL-WS-02,2022/7/28 15:48,/QMUL/CSEE/B312/CH4,0.12,GO,"51o31.41'N,00o02.50'W"
141,QMUL-WS-02,2022/7/28 15:48,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
142,QMUL-WS-02,2022/7/28 15:48,/QMUL/CSEE/B312/C4H10,21.27,GO,"51o31.41'N,00o02.50'W"
143,QMUL-WS-02,2022/7/28 15:48,/QMUL/CSEE/B312/NO2,0.54,GO,"51o31.41'N,00o02.50'W"
144,QMUL-WS-02,2022/7/28 15:48,/QMUL/CSEE/B312/C4H5OH,0.08,GO,"51o31.41'N,00o02.50'W"
145,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/NH3,0.06,GO,"51o31.41'N,00o02.50'W"
146,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/CO,0.44,GO,"51o31.41'N,00o02.50'W"
147,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/NO2,0.54,GO,"51o31.41'N,00o02.50'W"
148,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/C3H8,16.14,GO,"51o31.41'N,00o02.50'W"
149,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/C4H10,19.3,GO,"51o31.41'N,00o02.50'W"
150,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/CH4,0.12,GO,"51o31.41'N,00o02.50'W"
151,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/C4H5OH,0.08,GO,"51o31.41'N,00o02.50'W"
152,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
153,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
154,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/CO,0.44,GO,"51o31.41'N,00o02.50'W"
155,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/NO2,0.54,GO,"51o31.41'N,00o02.50'W"
156,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/C3H8,17.1,GO,"51o31.41'N,00o02.50'W"
157,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/C4H10,20.27,GO,"51o31.41'N,00o02.50'W"
158,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/CH4,0.12,GO,"51o31.41'N,00o02.50'W"
159,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/C4H5OH,0.08,GO,"51o31.41'N,00o02.50'W"
160,QMUL-WS-02,2022/7/28 15:49,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
161,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
162,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/CO,0.44,GO,"51o31.41'N,00o02.50'W"
163,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/NO2,0.54,GO,"51o31.41'N,00o02.50'W"
164,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/C4H10,21.27,GO,"51o31.41'N,00o02.50'W"
165,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/C4H5OH,0.08,GO,"51o31.41'N,00o02.50'W"
166,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/CH4,0.12,GO,"51o31.41'N,00o02.50'W"
167,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/C3H8,18.1,GO,"51o31.41'N,00o02.50'W"
168,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
169,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/C3H8,18.1,GO,"51o31.41'N,00o02.50'W"
170,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/NO2,0.55,GO,"51o31.41'N,00o02.50'W"
171,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/CO,0.39,GO,"51o31.41'N,00o02.50'W"
172,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/C4H10,21.27,GO,"51o31.41'N,00o02.50'W"
173,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/C4H5OH,0.07,GO,"51o31.41'N,00o02.50'W"
174,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
175,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/CH4,0.08,GO,"51o31.41'N,00o02.50'W"
176,QMUL-WS-02,2022/7/28 15:50,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
177,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
178,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/CO,0.39,GO,"51o31.41'N,00o02.50'W"
179,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/C3H8,18.1,GO,"51o31.41'N,00o02.50'W"
180,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/NO2,0.56,GO,"51o31.41'N,00o02.50'W"
181,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/C4H10,21.27,GO,"51o31.41'N,00o02.50'W"
182,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/CH4,0.08,GO,"51o31.41'N,00o02.50'W"
183,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/C4H5OH,0.07,GO,"51o31.41'N,00o02.50'W"
184,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
185,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/NO2,0.57,GO,"51o31.41'N,00o02.50'W"
186,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/CO,0.39,GO,"51o31.41'N,00o02.50'W"
187,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/C4H10,21.27,GO,"51o31.41'N,00o02.50'W"
188,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/CH4,0.08,GO,"51o31.41'N,00o02.50'W"
189,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/C4H5OH,0.07,GO,"51o31.41'N,00o02.50'W"
190,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/C3H8,18.1,GO,"51o31.41'N,00o02.50'W"
191,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
192,QMUL-WS-02,2022/7/28 15:51,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
193,QMUL-WS-02,2022/7/28 15:52,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
194,QMUL-WS-02,2022/7/28 15:52,/QMUL/CSEE/B312/CO,0.39,GO,"51o31.41'N,00o02.50'W"
195,QMUL-WS-02,2022/7/28 15:52,/QMUL/CSEE/B312/NO2,0.6,GO,"51o31.41'N,00o02.50'W"
196,QMUL-WS-02,2022/7/28 15:52,/QMUL/CSEE/B312/C3H8,19.14,GO,"51o31.41'N,00o02.50'W"
197,QMUL-WS-02,2022/7/28 15:52,/QMUL/CSEE/B312/C4H10,22.3,GO,"51o31.41'N,00o02.50'W"
198,QMUL-WS-02,2022/7/28 15:52,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
199,QMUL-WS-02,2022/7/28 15:52,/QMUL/CSEE/B312/CH4,0.08,GO,"51o31.41'N,00o02.50'W"
200,QMUL-WS-02,2022/7/28 15:52,/QMUL/CSEE/B312/C4H5OH,0.07,GO,"51o31.41'N,00o02.50'W"
201,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/NH3,0.07,GO,"51o31.41'N,00o02.50'W"
202,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/C3H8,19.14,GO,"51o31.41'N,00o02.50'W"
203,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/CO,0.39,GO,"51o31.41'N,00o02.50'W"
204,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/C4H10,22.3,GO,"51o31.41'N,00o02.50'W"
205,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/CH4,0.08,GO,"51o31.41'N,00o02.50'W"
206,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/NO2,0.6,GO,"51o31.41'N,00o02.50'W"
207,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/H2,0.02,GO,"51o31.41'N,00o02.50'W"
208,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/C4H5OH,0.07,GO,"51o31.41'N,00o02.50'W"
209,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/NO2,0.59,GO,"51o31.41'N,00o02.50'W"
210,QMUL-WS-02,2022/7/28 15:53,/QMUL/CSEE/B312/C3H8,18.1,GO,"51o31.41'N,00o02.50'W"
