id,sensorid,time,topic,value,location,coordinates
2783,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/CH4,0.18,SO,"51o32.20'N,00o00.29'W"
2784,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/C4H10,75.6,SO,"51o32.20'N,00o00.29'W"
2785,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/CO,0.48,SO,"51o32.20'N,00o00.29'W"
2786,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/NH3,0.17,SO,"51o32.20'N,00o00.29'W"
2787,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/NO2,0.45,SO,"51o32.20'N,00o00.29'W"
2788,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/C3H8,70.3,SO,"51o32.20'N,00o00.29'W"
2789,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/C4H10,67.32,SO,"51o32.20'N,00o00.29'W"
2790,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/CH4,0.18,SO,"51o32.20'N,00o00.29'W"
2791,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/H2,0.03,SO,"51o32.20'N,00o00.29'W"
2792,QMUL-WS-02,2022/7/29 10:02,/QMUL/CSEE/B312/C4H5OH,0.09,SO,"51o32.20'N,00o00.29'W"
2793,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/NH3,0.16,SO,"51o32.20'N,00o00.29'W"
2794,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/CO,0.44,SO,"51o32.20'N,00o00.29'W"
2795,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/CH4,0.12,SO,"51o32.20'N,00o00.29'W"
2796,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/NO2,0.46,SO,"51o32.20'N,00o00.29'W"
2797,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/C4H10,61.48,SO,"51o32.20'N,00o00.29'W"
2798,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/C3H8,63.18,SO,"51o32.20'N,00o00.29'W"
2799,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/H2,0.02,SO,"51o32.20'N,00o00.29'W"
2800,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/C4H5OH,0.08,SO,"51o32.20'N,00o00.29'W"
2801,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/NH3,0.15,SO,"51o32.20'N,00o00.29'W"
2802,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/NO2,0.46,SO,"51o32.20'N,00o00.29'W"
2803,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/C4H10,55.97,SO,"51o32.20'N,00o00.29'W"
2804,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/C4H5OH,0.08,SO,"51o32.20'N,00o00.29'W"
2805,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/C3H8,56.56,SO,"51o32.20'N,00o00.29'W"
2806,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/CH4,0.12,SO,"51o32.20'N,00o00.29'W"
2807,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/H2,0.02,SO,"51o32.20'N,00o00.29'W"
2808,QMUL-WS-02,2022/7/29 10:03,/QMUL/CSEE/B312/CO,0.44,SO,"51o32.20'N,00o00.29'W"
2809,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/NH3,0.13,SO,"51o32.20'N,00o00.29'W"
2810,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/C4H10,49.09,SO,"51o32.20'N,00o00.29'W"
2811,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/C3H8,48.46,SO,"51o32.20'N,00o00.29'W"
2812,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/NO2,0.46,SO,"51o32.20'N,00o00.29'W"
2813,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/CH4,0.12,SO,"51o32.20'N,00o00.29'W"
2814,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/H2,0.02,SO,"51o32.20'N,00o00.29'W"
2815,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/CO,0.44,SO,"51o32.20'N,00o00.29'W"
2816,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/C4H5OH,0.08,SO,"51o32.20'N,00o00.29'W"
2817,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/NH3,0.12,SO,"51o32.20'N,00o00.29'W"
2818,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/CO,0.39,SO,"51o32.20'N,00o00.29'W"
2819,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/NO2,0.48,SO,"51o32.20'N,00o00.29'W"
2820,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/C3H8,42.92,SO,"51o32.20'N,00o00.29'W"
2821,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/C4H10,44.27,SO,"51o32.20'N,00o00.29'W"
2822,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/CH4,0.08,SO,"51o32.20'N,00o00.29'W"
2823,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/H2,0.02,SO,"51o32.20'N,00o00.29'W"
2824,QMUL-WS-02,2022/7/29 10:04,/QMUL/CSEE/B312/C4H5OH,0.07,SO,"51o32.20'N,00o00.29'W"
2825,QMUL-WS-02,2022/7/29 10:05,/QMUL/CSEE/B312/NH3,0.11,SO,"51o32.20'N,00o00.29'W"
2826,QMUL-WS-02,2022/7/29 10:05,/QMUL/CSEE/B312/NO2,0.49,SO,"51o32.20'N,00o00.29'W"
2827,QMUL-WS-02,2022/7/29 10:05,/QMUL/CSEE/B312/C3H8,37.8,SO,"51o32.20'N,00o00.29'W"
2828,QMUL-WS-02,2022/7/29 10:05,/QMUL/CSEE/B312/CO,0.39,SO,"51o32.20'N,00o00.29'W"
2829,QMUL-WS-02,2022/7/29 10:05,/QMUL/CSEE/B312/C4H10,39.75,SO,"51o32.20'N,00o00.29'W"
2830,QMUL-WS-02,2022/7/29 10:05,/QMUL/CSEE/B312/CH4,0.08,SO,"51o32.20'N,00o00.29'W"
2831,QMUL-WS-02,2022/7/29 10:05,/QMUL/CSEE/B312/C4H5OH,0.07,SO,"51o32.20'N,00o00.29'W"
2832,QMUL-WS-02,2022/7/29 10:05,/QMUL/CSEE/B312/H2,0.02,SO,"51o32.20'N,00o00.29'W"
2833,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/CO,0.39,SO,"51o32.20'N,00o00.29'W"
2834,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/NH3,0.11,SO,"51o32.20'N,00o00.29'W"
2835,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/NO2,0.49,SO,"51o32.20'N,00o00.29'W"
2836,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/C3H8,36.19,SO,"51o32.20'N,00o00.29'W"
2837,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/C4H10,38.31,SO,"51o32.20'N,00o00.29'W"
2838,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/CH4,0.08,SO,"51o32.20'N,00o00.29'W"
2839,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/H2,0.02,SO,"51o32.20'N,00o00.29'W"
2840,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/C4H5OH,0.07,SO,"51o32.20'N,00o00.29'W"
2841,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/NH3,0.1,SO,"51o32.20'N,00o00.29'W"
2842,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/CO,0.39,SO,"51o32.20'N,00o00.29'W"
2843,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/NO2,0.51,SO,"51o32.20'N,00o00.29'W"
2844,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/C3H8,31.63,SO,"51o32.20'N,00o00.29'W"
2845,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/C4H10,34.17,SO,"51o32.20'N,00o00.29'W"
2846,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/CH4,0.08,SO,"51o32.20'N,00o00.29'W"
2847,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/H2,0.02,SO,"51o32.20'N,00o00.29'W"
2848,QMUL-WS-02,2022/7/29 10:06,/QMUL/CSEE/B312/C4H5OH,0.07,SO,"51o32.20'N,00o00.29'W"
2849,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/NO2,0.52,SO,"51o32.20'N,00o00.29'W"
2850,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/NH3,0.1,SO,"51o32.20'N,00o00.29'W"
2851,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/C4H10,32.85,SO,"51o32.20'N,00o00.29'W"
2852,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/CO,0.34,SO,"51o32.20'N,00o00.29'W"
2853,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/C3H8,30.19,SO,"51o32.20'N,00o00.29'W"
2854,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/CH4,0.05,SO,"51o32.20'N,00o00.29'W"
2855,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/H2,0.01,SO,"51o32.20'N,00o00.29'W"
2856,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/C4H5OH,0.06,SO,"51o32.20'N,00o00.29'W"
2857,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/CO,0.34,SO,"51o32.20'N,00o00.29'W"
2858,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/NH3,0.09,SO,"51o32.20'N,00o00.29'W"
2859,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/NO2,0.52,SO,"51o32.20'N,00o00.29'W"
2860,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/C3H8,28.8,SO,"51o32.20'N,00o00.29'W"
2861,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/C4H10,31.56,SO,"51o32.20'N,00o00.29'W"
2862,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/CH4,0.05,SO,"51o32.20'N,00o00.29'W"
2863,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/H2,0.01,SO,"51o32.20'N,00o00.29'W"
2864,QMUL-WS-02,2022/7/29 10:07,/QMUL/CSEE/B312/C4H5OH,0.06,SO,"51o32.20'N,00o00.29'W"
2865,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/NH3,0.09,SO,"51o32.20'N,00o00.29'W"
2866,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/CO,0.34,SO,"51o32.20'N,00o00.29'W"
2867,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/C4H10,30.3,SO,"51o32.20'N,00o00.29'W"
2868,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/C3H8,27.45,SO,"51o32.20'N,00o00.29'W"
2869,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/NO2,0.54,SO,"51o32.20'N,00o00.29'W"
2870,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/CH4,0.05,SO,"51o32.20'N,00o00.29'W"
2871,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/C4H5OH,0.06,SO,"51o32.20'N,00o00.29'W"
2872,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/H2,0.01,SO,"51o32.20'N,00o00.29'W"
2873,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/NH3,0.09,SO,"51o32.20'N,00o00.29'W"
2874,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/NO2,0.55,SO,"51o32.20'N,00o00.29'W"
2875,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/C3H8,27.45,SO,"51o32.20'N,00o00.29'W"
2876,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/CO,0.34,SO,"51o32.20'N,00o00.29'W"
2877,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/C4H10,30.3,SO,"51o32.20'N,00o00.29'W"
2878,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/CH4,0.05,SO,"51o32.20'N,00o00.29'W"
2879,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/H2,0.01,SO,"51o32.20'N,00o00.29'W"
2880,QMUL-WS-02,2022/7/29 10:08,/QMUL/CSEE/B312/C4H5OH,0.06,SO,"51o32.20'N,00o00.29'W"
2881,QMUL-WS-02,2022/7/29 10:09,/QMUL/CSEE/B312/NH3,0.09,SO,"51o32.20'N,00o00.29'W"
2882,QMUL-WS-02,2022/7/29 10:09,/QMUL/CSEE/B312/NO2,0.54,SO,"51o32.20'N,00o00.29'W"
2883,QMUL-WS-02,2022/7/29 10:09,/QMUL/CSEE/B312/CO,0.34,SO,"51o32.20'N,00o00.29'W"
2884,QMUL-WS-02,2022/7/29 10:09,/QMUL/CSEE/B312/H2,0.01,SO,"51o32.20'N,00o00.29'W"
2885,QMUL-WS-02,2022/7/29 10:09,/QMUL/CSEE/B312/CH4,0.05,SO,"51o32.20'N,00o00.29'W"
2886,QMUL-WS-02,2022/7/29 10:09,/QMUL/CSEE/B312/C4H10,31.56,SO,"51o32.20'N,00o00.29'W"
2887,QMUL-WS-02,2022/7/29 10:09,/QMUL/CSEE/B312/C3H8,28.8,SO,"51o32.20'N,00o00.29'W"
2888,QMUL-WS-02,2022/7/29 10:09,/QMUL/CSEE/B312/C4H5OH,0.06,SO,"51o32.20'N,00o00.29'W"
2889,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/C4H5OH,0.06,SO,"51o32.20'N,00o00.29'W"
2890,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/H2,0.01,SO,"51o32.20'N,00o00.29'W"
2891,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/CH4,0.05,SO,"51o32.20'N,00o00.29'W"
2892,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/C4H10,29.07,SO,"51o32.20'N,00o00.29'W"
2893,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/NO2,0.54,SO,"51o32.20'N,00o00.29'W"
2894,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/C3H8,26.14,SO,"51o32.20'N,00o00.29'W"
2895,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/NH3,0.09,SO,"51o32.20'N,00o00.29'W"
2896,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/CO,0.34,SO,"51o32.20'N,00o00.29'W"
2897,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/NH3,0.09,SO,"51o32.20'N,00o00.29'W"
2898,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/CO,0.34,SO,"51o32.20'N,00o00.29'W"
2899,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/NO2,0.54,SO,"51o32.20'N,00o00.29'W"
2900,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/C3H8,27.45,SO,"51o32.20'N,00o00.29'W"
2901,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/C4H10,30.3,SO,"51o32.20'N,00o00.29'W"
2902,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/CH4,0.05,SO,"51o32.20'N,00o00.29'W"
2903,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/H2,0.01,SO,"51o32.20'N,00o00.29'W"
2904,QMUL-WS-02,2022/7/29 10:10,/QMUL/CSEE/B312/C4H5OH,0.06,SO,"51o32.20'N,00o00.29'W"
2905,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/NH3,0.09,SO,"51o32.20'N,00o00.29'W"
2906,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/NO2,0.52,SO,"51o32.20'N,00o00.29'W"
2907,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/CO,0.39,SO,"51o32.20'N,00o00.29'W"
2908,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/C3H8,27.45,SO,"51o32.20'N,00o00.29'W"
2909,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/CH4,0.08,SO,"51o32.20'N,00o00.29'W"
2910,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/C4H5OH,0.07,SO,"51o32.20'N,00o00.29'W"
2911,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/C4H10,30.3,SO,"51o32.20'N,00o00.29'W"
2912,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/H2,0.02,SO,"51o32.20'N,00o00.29'W"
2913,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/NH3,0.09,SO,"51o32.20'N,00o00.29'W"
2914,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/NO2,0.52,SO,"51o32.20'N,00o00.29'W"
2915,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/CO,0.39,SO,"51o32.20'N,00o00.29'W"
2916,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/C3H8,26.14,SO,"51o32.20'N,00o00.29'W"
2917,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/C4H10,29.07,SO,"51o32.20'N,00o00.29'W"
2918,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/H2,0.02,SO,"51o32.20'N,00o00.29'W"
2919,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/CH4,0.08,SO,"51o32.20'N,00o00.29'W"
2920,QMUL-WS-02,2022/7/29 10:11,/QMUL/CSEE/B312/C4H5OH,0.07,SO,"51o32.20'N,00o00.29'W"
2921,QMUL-WS-02,2022/7/29 10:12,/QMUL/CSEE/B312/C3H8,27.45,SO,"51o32.20'N,00o00.29'W"
2922,QMUL-WS-02,2022/7/29 10:12,/QMUL/CSEE/B312/NO2,0.52,SO,"51o32.20'N,00o00.29'W"
2923,QMUL-WS-02,2022/7/29 10:12,/QMUL/CSEE/B312/CO,0.34,SO,"51o32.20'N,00o00.29'W"
2924,QMUL-WS-02,2022/7/29 10:12,/QMUL/CSEE/B312/NH3,0.09,SO,"51o32.20'N,00o00.29'W"
2925,QMUL-WS-02,2022/7/29 10:12,/QMUL/CSEE/B312/C4H5OH,0.06,SO,"51o32.20'N,00o00.29'W"
2926,QMUL-WS-02,2022/7/29 10:12,/QMUL/CSEE/B312/H2,0.01,SO,"51o32.20'N,00o00.29'W"
2927,QMUL-WS-02,2022/7/29 10:12,/QMUL/CSEE/B312/CH4,0.05,SO,"51o32.20'N,00o00.29'W"
2928,QMUL-WS-02,2022/7/29 10:12,/QMUL/CSEE/B312/C4H10,30.3,SO,"51o32.20'N,00o00.29'W"
2929,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/NH3,0.56,WO,"51o32.55'N,00o00.31'W"
2930,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/CH4,1224.67,WO,"51o32.55'N,00o00.31'W"
2931,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/NO2,0.19,WO,"51o32.55'N,00o00.31'W"
2932,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/C4H5OH,2.05,WO,"51o32.55'N,00o00.31'W"
2933,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/CO,5.25,WO,"51o32.55'N,00o00.31'W"
2934,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/C3H8,428.08,WO,"51o32.55'N,00o00.31'W"
2935,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/H2,0.96,WO,"51o32.55'N,00o00.31'W"
2936,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/C4H10,312.11,WO,"51o32.55'N,00o00.31'W"
2937,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/CO,2.53,WO,"51o32.55'N,00o00.31'W"
2938,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/C4H10,339.22,WO,"51o32.55'N,00o00.31'W"
2939,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/NH3,0.6,WO,"51o32.55'N,00o00.31'W"
2940,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/C3H8,472.2,WO,"51o32.55'N,00o00.31'W"
2941,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/CH4,82.13,WO,"51o32.55'N,00o00.31'W"
2942,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/NO2,0.22,WO,"51o32.55'N,00o00.31'W"
2943,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/H2,0.31,WO,"51o32.55'N,00o00.31'W"
2944,QMUL-WS-02,2022/7/29 10:27,/QMUL/CSEE/B312/C4H5OH,0.79,WO,"51o32.55'N,00o00.31'W"
2945,QMUL-WS-02,2022/7/29 10:28,/QMUL/CSEE/B312/NO2,0.26,WO,"51o32.55'N,00o00.31'W"
2946,QMUL-WS-02,2022/7/29 10:28,/QMUL/CSEE/B312/NH3,0.55,WO,"51o32.55'N,00o00.31'W"
2947,QMUL-WS-02,2022/7/29 10:28,/QMUL/CSEE/B312/CO,1.64,WO,"51o32.55'N,00o00.31'W"
2948,QMUL-WS-02,2022/7/29 10:28,/QMUL/CSEE/B312/C4H10,301.68,WO,"51o32.55'N,00o00.31'W"
2949,QMUL-WS-02,2022/7/29 10:28,/QMUL/CSEE/B312/C3H8,411.29,WO,"51o32.55'N,00o00.31'W"
2950,QMUL-WS-02,2022/7/29 10:28,/QMUL/CSEE/B312/H2,0.16,WO,"51o32.55'N,00o00.31'W"
2951,QMUL-WS-02,2022/7/29 10:28,/QMUL/CSEE/B312/CH4,16.5,WO,"51o32.55'N,00o00.31'W"
2952,QMUL-WS-02,2022/7/29 10:28,/QMUL/CSEE/B312/C4H5OH,0.44,WO,"51o32.55'N,00o00.31'W"
2953,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/NH3,0.52,WO,"51o32.55'N,00o00.31'W"
2954,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/NO2,0.28,WO,"51o32.55'N,00o00.31'W"
2955,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/CO,1.34,WO,"51o32.55'N,00o00.31'W"
2956,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/C3H8,379.13,WO,"51o32.55'N,00o00.31'W"
2957,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/C4H10,281.54,WO,"51o32.55'N,00o00.31'W"
2958,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/CH4,7.88,WO,"51o32.55'N,00o00.31'W"
2959,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/H2,0.12,WO,"51o32.55'N,00o00.31'W"
2960,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/C4H5OH,0.34,WO,"51o32.55'N,00o00.31'W"
2961,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/NH3,0.5,WO,"51o32.55'N,00o00.31'W"
2962,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/CO,1.17,WO,"51o32.55'N,00o00.31'W"
2963,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/NO2,0.29,WO,"51o32.55'N,00o00.31'W"
2964,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/C3H8,363.75,WO,"51o32.55'N,00o00.31'W"
2965,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/C4H10,271.81,WO,"51o32.55'N,00o00.31'W"
2966,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/CH4,4.74,WO,"51o32.55'N,00o00.31'W"
2967,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/H2,0.1,WO,"51o32.55'N,00o00.31'W"
2968,QMUL-WS-02,2022/7/29 10:29,/QMUL/CSEE/B312/C4H5OH,0.28,WO,"51o32.55'N,00o00.31'W"
2969,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/NH3,0.44,WO,"51o32.55'N,00o00.31'W"
2970,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/CO,0.95,WO,"51o32.55'N,00o00.31'W"
2971,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/NO2,0.31,WO,"51o32.55'N,00o00.31'W"
2972,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/C3H8,299.95,WO,"51o32.55'N,00o00.31'W"
2973,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/C4H10,230.75,WO,"51o32.55'N,00o00.31'W"
2974,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/CH4,2.18,WO,"51o32.55'N,00o00.31'W"
2975,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/H2,0.07,WO,"51o32.55'N,00o00.31'W"
2976,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/C4H5OH,0.22,WO,"51o32.55'N,00o00.31'W"
2977,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/NH3,0.41,WO,"51o32.55'N,00o00.31'W"
2978,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/CO,0.89,WO,"51o32.55'N,00o00.31'W"
2979,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/NO2,0.32,WO,"51o32.55'N,00o00.31'W"
2980,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/C3H8,268.15,WO,"51o32.55'N,00o00.31'W"
2981,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/C4H10,209.81,WO,"51o32.55'N,00o00.31'W"
2982,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/CH4,1.75,WO,"51o32.55'N,00o00.31'W"
2983,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/H2,0.06,WO,"51o32.55'N,00o00.31'W"
2984,QMUL-WS-02,2022/7/29 10:30,/QMUL/CSEE/B312/C4H5OH,0.2,WO,"51o32.55'N,00o00.31'W"
2985,QMUL-WS-02,2022/7/29 10:31,/QMUL/CSEE/B312/NH3,0.39,WO,"51o32.55'N,00o00.31'W"
2986,QMUL-WS-02,2022/7/29 10:31,/QMUL/CSEE/B312/CO,0.79,WO,"51o32.55'N,00o00.31'W"
2987,QMUL-WS-02,2022/7/29 10:31,/QMUL/CSEE/B312/NO2,0.33,WO,"51o32.55'N,00o00.31'W"
2988,QMUL-WS-02,2022/7/29 10:31,/QMUL/CSEE/B312/C4H10,193.97,WO,"51o32.55'N,00o00.31'W"
2989,QMUL-WS-02,2022/7/29 10:31,/QMUL/CSEE/B312/CH4,1.1,WO,"51o32.55'N,00o00.31'W"
